num__TotalTransactionAmount,num__AverageTransactionAmount,num__TransactionCount,num__StdTransactionAmount
-0.06689055545071151,-0.15336428770238522,-0.25345907179094945,-0.09550395236225057
-0.06689055545071151,-0.15336428770238522,-0.25345907179094945,-0.09550395236225057
-0.05584872860516775,-0.06987027274809754,-0.21218649360810643,-0.08342054593917031
-0.06165488922144951,-0.09143504187021956,-0.15027762633384187,-0.1454140927526872
-0.05584872860516775,-0.07384617822211123,-0.20186834906239567,-0.08888238903340755
-0.062473824712494005,-0.08179798917013864,-0.25345907179094945,-0.09550395236225057
-0.045248574833445736,-0.06138834107020164,-0.1709139154252634,-0.08936602769340042
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,-0.09550395236225057
-0.05290424144635608,0.07326232431639564,-0.25345907179094945,-0.09550395236225057
-0.05584872860516775,-0.03408712348197424,-0.2431409272452387,-0.15120679514527727
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057
-0.05351706283628376,-0.071288819022576,-0.19155020451668492,-0.09982373710517918
-0.017236932369880623,-0.08365919648804822,0.49976548004593585,-0.11563936824057716
0.2179444098569354,0.47573329568711736,-0.18123205997097416,1.082086554877045
-0.05584872860516775,-0.06987027274809754,-0.21218649360810643,-0.08149406372375315
0.044335606668925054,-0.08514142209479475,1.8308061264426234,-0.12536490551701898
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057
-0.06063352023823671,-0.051978698115035894,-0.25345907179094945,-0.09550395236225057
-0.05687929911075183,-0.08731455801533264,-0.09868690360528809,-0.13256620928835378
-0.05335695634702337,-0.08232195671296401,-0.1193231926967096,-0.11519719739788765
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057
-0.04443884086477253,-0.059930509063063284,-0.1709139154252634,-0.06136890167586435
-0.062345003399295995,-0.09197382224269245,-0.18123205997097416,-0.1438291060493162
-0.023886762169340894,-0.08098227649946808,0.25213001094887766,-0.10350712821556352
-0.062473824712494005,-0.08776184738115919,-0.2431409272452387,-0.15120679514527727
-0.06286028865208804,-0.09089287294194497,-0.2431409272452387,-0.1435335212213339
-0.04830053577355403,-0.07862670756642846,-0.09868690360528809,-0.069596062931957
-0.0632283495469395,-0.09382510322903007,-0.23282278269952794,-0.14086758692672988
-0.05621678950001921,-0.07106304439030164,-0.21218649360810643,-0.08210964073359096
0.028398569921856895,-0.04424655594444775,0.04576712003466251,-0.04376576169208706
-0.044806901759623985,0.2044672049588477,-0.25345907179094945,-0.09550395236225057
-0.058057093974276504,-0.07981003643313178,-0.20186834906239567,-0.07910896383617536
-0.05516836804103483,-0.08558187083446207,-0.09868690360528809,-0.12987361872030181
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,-0.09550395236225057
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057
-0.042267281585148926,-0.045248058134026985,-0.19155020451668492,0.0400351906055975
-0.058135122883985015,-0.0819786088759581,-0.19155020451668492,-0.13145220049024808
-0.004688264220814987,-0.07549006221617459,0.27276630004029917,-0.0880298982644331
-0.06105679026731589,-0.0867479914852857,-0.21218649360810643,-0.13737191492230524
-0.0611856115805139,-0.08552540055202648,-0.22250463815381719,-0.13974871678488954
-0.06155220023178595,-0.08029509690096145,-0.2431409272452387,-0.1110426870633793
-0.058125185239824025,-0.09088464693061943,0.035448975488951755,-0.14503404786604768
-0.04848751070813857,-0.06721966909875507,-0.1709139154252634,-0.08440639428582344
-0.05830553507830124,-0.08710333803702566,-0.1399594817881311,-0.13458146017594388
0.00732892399608514,-0.06651205258879668,0.1695848545831916,-0.08480797624935796
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057
0.023759162342254257,0.10758858821954104,-0.19155020451668492,0.4403925184245361
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,-0.09550395236225057
-0.0015597466145775883,-0.07200948275857229,0.21085743276603464,-0.09274839394123494
-0.05621678950001921,-0.07484015459061466,-0.20186834906239567,-0.07238551406488507
-0.05584872860516775,0.025551458628231244,-0.25345907179094945,-0.09550395236225057
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057
-0.06265785515991974,-0.08925281193391432,-0.2431409272452387,-0.14755285518149472
-0.05621678950001921,-0.07106304439030164,-0.21218649360810643,-0.08210964073359096
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057
-0.05952933755368234,-0.03408712348197424,-0.25345907179094945,-0.09550395236225057
-0.062142569907127694,-0.08940190838918984,-0.22250463815381719,-0.13552462287516617
-0.03465725452320016,-0.07926782232411317,0.06640340912608403,-0.10867880851053205
-0.04848751070813857,-0.06721966909875507,-0.1709139154252634,-0.08440639428582344
-0.0007678635993046749,-0.08706927472844979,1.304580754611375,-0.1336890030887843
-0.062105763817642545,-0.08477991827564892,-0.2431409272452387,-0.14389891521771214
-0.03928598833685211,-0.06949753160990875,-0.09868690360528809,-0.09124431549483973
-0.047523191163627757,-0.08910425764756709,0.30372073367743146,-0.1314369513521453
-0.05126268985531857,-0.06607044308793301,-0.19155020451668492,-0.056229661318331826
-0.061415649639796066,-0.09108263206684108,-0.15027762633384187,-0.1433054163912102
0.6542239193255326,-0.07889801747325788,7.825648107500573,0.032954692134738686
-0.05584872860516775,0.025551458628231244,-0.25345907179094945,-0.09550395236225057
-0.06093533017201491,-0.08963052295394562,-0.1709139154252634,-0.14248558213969958
-0.06689055545071151,-0.15336428770238522,-0.25345907179094945,-0.09550395236225057
-0.041126292811109404,-0.05396665085204273,-0.1709139154252634,-0.09050298535162471
-0.041126292811109404,-0.06816631325923452,-0.1193231926967096,-0.08744292827167348
-0.05216811965665316,0.08519004073843674,-0.25345907179094945,-0.09550395236225057
-0.04848751070813857,-0.06987027274809754,-0.16059577087955262,-0.05487081448277764
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,-0.09550395236225057
-0.05952933755368234,-0.03408712348197424,-0.25345907179094945,-0.09550395236225057
-0.044806901759623985,-0.07242621198139206,-0.1193231926967096,-0.06086201863599258
-0.048561122887108864,-0.0640555109923525,-0.18123205997097416,-0.0871953208281023
-0.06321730772009396,-0.09376546464691987,-0.23282278269952794,-0.14087120326895844
-0.05584872860516775,-0.07384617822211123,-0.20186834906239567,-0.0882854255650841
-0.0522785379251086,-0.08602454955447059,-0.02645989178531279,-0.11829084394238425
-0.043730323642183475,-0.08818821092870144,0.324357022768853,-0.14124567933156548
-0.06101630356888223,-0.08928263122496942,-0.18123205997097416,-0.14046602279508377
-0.06173770292279109,-0.06987027274809754,-0.25345907179094945,-0.09550395236225057
-0.037445683862594815,-0.0763311191433698,-0.016141747239602034,-0.08493178687356727
-0.06120401462525647,-0.08908241598502802,-0.19155020451668492,-0.14696804479406872
-0.06248854714828807,-0.0878811245453796,-0.2431409272452387,-0.1362987200930444
-0.05875750649596093,-0.0834192895841969,-0.19155020451668492,-0.12610980466434074
0.6177027089730017,10.939411984795836,-0.25345907179094945,-0.09550395236225057
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,-0.09550395236225057
-0.05621678950001921,-0.07484015459061466,-0.20186834906239567,-0.07238551406488507
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,-0.09550395236225057
-0.029298655955057776,-0.0788748927199533,0.11799413185463781,-0.12075445542927725
-0.06284188560734547,-0.09074377648666945,-0.2431409272452387,-0.15120679514527727
-0.06175242535858515,-0.08782148596326939,-0.22250463815381719,-0.13226147760222204
-0.05711853869240528,-0.08475280982923518,-0.15027762633384187,-0.12852238418513504
-0.061965900677598995,-0.09148594550848535,-0.1709139154252634,-0.14675442436048827
-0.037077622967743355,-0.06348042466486123,-0.1193231926967096,-0.04219877587321611
-0.03376507491408023,-0.06987027274809754,-0.05741432542244506,-0.05911041518847811
-0.061829718146503954,-0.08627088282840405,-0.23282278269952794,-0.11742019712715344
-0.009669968432629482,-0.07602095794593271,0.2418118664031669,-0.09873022654581683
-0.05971336800110807,-0.07956154234100593,-0.22250463815381719,-0.1317000936845118
-0.05621678950001921,-0.07484015459061466,-0.20186834906239567,-0.07238551406488507
-0.03376507491408023,-0.06721966909875507,-0.07805061451386658,-0.09081717893157287
-0.062473824712494005,-0.08776184738115919,-0.2431409272452387,-0.15120679514527727
-0.062105763817642545,-0.07583413095911809,-0.25345907179094945,-0.09550395236225057
-0.06119481310288519,-0.09009769184714223,-0.1709139154252634,-0.14245448383493783
0.4845471106772204,-0.06960734439044645,3.5332999764848987,-0.06727629471146135
-0.05216811965665316,-0.07136123730085267,-0.18123205997097416,-0.07789035416880148
-0.05584872860516775,-0.06987027274809754,-0.21218649360810643,-0.08149406372375315
-0.04521544935290911,-0.07428750372972676,-0.10900504815099885,-0.079586200651101
-0.062289794265068275,-0.07881606006462837,-0.25345907179094945,-0.09550395236225057
-0.06156655460668516,-0.08992161603329306,-0.19155020451668492,-0.13904852904827475
-0.044806901759623985,-0.07242621198139206,-0.1193231926967096,-0.07572615222108718
-0.05621678950001921,-0.07484015459061466,-0.20186834906239567,-0.07238551406488507
-0.04333465818021815,-0.029316036913157806,-0.21218649360810643,-0.0011904195469848481
-0.0632283495469395,-0.09382510322903007,-0.23282278269952794,-0.14086758692672988
-0.023800194246871832,-0.05824936369846784,-0.07805061451386658,-0.005470563762050729
-0.06176530748990495,-0.0898243483458038,-0.20186834906239567,-0.13700766092257957
0.023563979649714534,-0.07698716484607568,0.6029469255030434,-0.10554723297120097
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,-0.09550395236225057
3.2282491380381804,0.127573089981841,2.2228956191796323,3.563254464973469
-0.0525810839806765,-0.05066963123771688,-0.22250463815381719,-0.022650937900569355
-0.06287869169683061,-0.09193654812887357,-0.23282278269952794,-0.13529641435695977
-0.010427805815128635,-0.08096073468755864,0.4275384682259606,-0.11757597469248214
-0.05952933755368234,-0.07881606006462837,-0.22250463815381719,-0.08136650143697835
-0.04661960166676742,-0.07879121065541578,-0.07805061451386658,-0.09897145694395268
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,-0.09550395236225057
-0.06103838722257332,-0.08492901473092443,-0.22250463815381719,-0.12366374567989942
-0.04885557160299003,-0.060498495559350954,-0.19155020451668492,-0.053733602894814214
-0.062105763817642545,-0.08477991827564892,-0.2431409272452387,-0.14389891521771214
-0.03376507491408023,-0.06191846180007014,-0.10900504815099885,-0.08729889820744467
-0.05566469815774202,-0.07334919003785953,-0.20186834906239567,-0.08712900804478933
-0.04791149540769604,-0.08245807984031295,-0.03677803633102355,-0.11930559913225484
-0.0598973984485338,-0.0803070246173835,-0.22250463815381719,-0.08297816964532549
-0.0598973984485338,-0.0803070246173835,-0.22250463815381719,-0.08297816964532549
-0.05621678950001921,-0.07484015459061466,-0.20186834906239567,-0.08871124617727838
-0.05621678950001921,-0.07484015459061466,-0.20186834906239567,-0.08644506856541856
-0.0598973984485338,-0.0803070246173835,-0.22250463815381719,-0.08297816964532549
-0.0598973984485338,-0.0803070246173835,-0.22250463815381719,-0.08297816964532549
-0.06689055545071151,-0.15336428770238522,-0.25345907179094945,-0.09550395236225057
-0.0598973984485338,-0.0803070246173835,-0.22250463815381719,-0.08297816964532549
0.13646953002037934,-0.07502340821069221,1.5212617900713008,-0.059431608835386104
-0.01536203017150729,-0.06699116878415658,0.035448975488951755,-0.08300870195716738
-0.04902856022357022,-0.08861931766172147,0.20053928822032388,-0.13057544876899344
-0.0598973984485338,-0.0803070246173835,-0.22250463815381719,-0.08297816964532549
-0.05593338261098359,-0.0806250970553046,-0.1709139154252634,-0.11642950134859424
-0.05216811965665316,-0.06390641453707699,-0.20186834906239567,-0.08391078303290796
-0.054008424130910455,-0.04402688716700849,-0.23282278269952794,0.10903651237440802
0.01040223246809482,0.5026601155098751,-0.2431409272452387,-0.15120679514527727
-0.04885557160299003,-0.08004391322572083,-0.08836875905957733,-0.10026614024961593
